2396,Chiclana,B,,-35.7327118,-61.7404366
2473,Wheelwright,S,,-33.782959,-61.2158203
2474,Gahan,B,,-34.3352432,-60.0972443
2475,Carabelas,B,,-34.0364685,-60.8659592
2477,Pergamino,B,,-33.8881416,-60.5693359
2478,Arrecifes,B,,-34.0638771,-60.10348889999999
261,Mendoza,M,,-32.890183,-68.8440498
2622,Colonia Las Rosas,M,,-33.5999985,-69.0999985
2623,San Martín,M,,-33.0799789,-68.4694595
2624,Cacheuta,M,,-33.0386314,-69.1012573
2625,Bowen,M,,-34.999691,-67.5164795
2626,Arroyito,M,,-32.8333282,-67.3000107
2627,San Rafael,M,,-34.6131516,-68.341011
264,San Juan,J,,-31.5272732,-68.5214081
2646,Astica,J,,-30.9320107,-67.3846512
2647,Colangüil,J,,-30.0343609,-69.2403793
2648,Calingasta,J,,-31.3184566,-69.42536160000002
2651,San Francisco del Monte de Oro,D,,-32.5991783,-66.1322021
2655,La Toma,D,,-33.0548161,-65.61749429999999
2656,Merlo,D,,-32.3492393,-65.0335693
2657,Justo Daract,D,,-33.8653603,-65.18463129999999
2658,Buena Esperanza,D,,-34.756794,-65.2529907
266,San Luis,D,,-33.2995605,-66.3491821
280,Trelew,U,,-43.2491302,-65.3074036
2901,Ushuaia,V,,-54.79167940000001,-68.229248
2902,El Calafate,Z,,-50.3402138,-72.27050779999999
2903,Pastos Blancos,U,,-45.3,-70.5
291,Bahía Blanca,B,,-38.71167760000001,-62.26807789999999
2920,Viedma,R,,-40.8119087,-62.9962044
2921,Coronel Dorrego,B,,-38.7194366,-61.28545759999999
2922,Coronel Pringles,B,,-37.9854202,-61.3540382
2923,Arroyo Corto,B,,-37.5128212,-62.3171997
2924,Santa Teresa,L,,-37.5666667,-63.41666670000001
2925,Felipe Solá,B,,-38.0075912,-62.81608199999999
2926,Coronel Suárez,B,,-37.4559517,-61.93072509999999
2927,Algarrobo,B,,-38.8949089,-63.1354523
2928,Hilario Ascasubi,B,,-39.3760529,-62.64558030000001
2929,Casbas,B,,-36.7571449,-62.5028076
2931,General Conesa,R,,-40.1037178,-64.45793909999999
2932,Punta Alta,B,,-38.8760605,-62.07408909999999
2933,Huanguelen Sur,B,,-34.6084175,-58.37316130000001
2934,San Antonio Oeste,R,,-40.7428017,-64.9676514
2935,Rivera,B,,-37.1594315,-63.24351119999999
2936,Carhué,B,,-37.1780663,-62.75482179999999
2940,Ingeniero Jacobacci,R,,-41.3285255,-69.5493011
2942,Zapala,Q,,-38.9023615,-70.06534049999999
2944,San Carlos de Bariloche,R,,-41.1492882,-71.3012695
2945,Esquel,U,,-42.9067192,-71.3081055
2946,Choele Choel,R,,-39.2879906,-65.66539759999999
2948,Chos Malal,Q,,-37.3793945,-70.2700043
2952,General Acha,L,,-37.3761444,-64.6000443
2953,Macachín,L,,-37.1502686,-63.64928819999999
2954,Santa Rosa,L,,-36.6226883,-64.2859268
2962,San Julián,Z,,-49.305111,-67.70797
2963,Los Antiguos,Z,,-46.5486283,-71.6319773
2964,Río Grande,V,,-53.79180909999999,-67.7197266
2966,Río Gallegos,Z,,-51.6329918,-69.2276001
297,Comodoro Rivadavia,U,,-45.8679199,-67.5
2972,San Martín de los Andes,Q,,-40.1550903,-71.3541946
298,General Roca,R,,-39.0267525,-67.5751724
2982,Orense,B,,-38.6870613,-59.773838
2983,Tres Arroyos,B,,-38.3763123,-60.2781296
299,Neuquén,Q,,-38.9492798,-68.0658112
3327,Benavídez,B,,-34.4151715,-58.6867547
3329,Alsina,B,,-33.9080009,-59.3892059
3382,Rufino,S,,-34.266468,-62.7097206
3385,Laboulaye,X,,-34.127224,-63.3895645
3387,Italó,X,,-34.783329,-63.7666702
3388,Banderaló,B,,-35.0161705,-63.37463
3400,Villa Constitución,S,,-33.2336388,-60.3341713
3401,El Trébol,S,,-32.1980158,-61.70194999999999
3402,Arroyo Seco,S,,-33.161659,-60.51317999999999
3404,Gálvez,S,,-32.03339,-61.2158203
3405,San Javier,S,,-30.5831909,-59.9496384
3406,San Jorge,S,,-31.8962113,-61.85977699999999
3407,El Paraíso,B,,-33.5769615,-59.98809809999999
3408,San Cristóbal,S,,-30.3069038,-61.2378159
3409,Colonia Bossi,S,,-30.6688976,-61.78675080000001
341,Rosario,S,,-32.9507408,-60.66650010000001
342,Coronda,S,,-31.9728813,-60.9193039
343,Paraná,E,,-31.7413197,-60.51154709999999
3435,Lucas González,E,,-32.3856506,-59.5289459
3436,Victoria,E,,-32.6220245,-60.1570702
3437,La Paz,E,,-30.7589703,-59.63927839999999
3438,Bovril,E,,-31.3434707,-59.4465431
3442,Concepción del Uruguay,E,,-32.4838219,-58.23302839999999
3444,Gualeguay,E,,-33.1512413,-59.3344116
3445,Rosario del Tala,E,,-32.3026733,-59.14167789999999
3446,Gualeguaychú,E,,-33.0150185,-58.5192451
3447,Villa Elisa,E,,-32.1641185,-58.40059899999999
345,Concordia,E,,-31.3918479,-58.0170605
3454,Federal,E,,-30.9512291,-58.7988281
3455,Villaguay,E,,-31.849369,-59.01580809999999
3456,Chajarí,E,,-30.7572746,-57.99161909999999
3458,San José de Feliciano,E,,-30.3826904,-58.7493896
3460,Sargento Cabral,S,,-33.4308929,-60.6272621
3461,Campos Salles,B,,-33.4036369,-60.23913570000001
3462,Venado Tuerto,S,,-33.75,-61.96564100000001
3463,Canals,X,,-33.5619736,-62.8815918
3464,Casilda,S,,-33.0496216,-61.1663818
3465,Firmat,S,,-33.4555244,-61.48825069999999
3466,Arocena,S,,-32.0777283,-60.9751549
3467,Cruz Alta,X,,-33.008709,-61.8109207
3468,Corral de Bustos,X,,-33.2835312,-62.1854591
3469,Acebal,S,,-33.2412796,-60.83404160000001
3471,Cañada de Gómez,S,,-32.8161583,-61.3998413
3472,Marcos Juárez,X,,-32.6936073,-62.10267640000001
3476,Totoras,S,,-32.5857964,-61.1678085
3482,Reconquista,S,,-29.1448193,-59.64352419999999
3483,Vera,S,,-29.4653301,-60.2160606
3487,Zárate,B,,-34.0988083,-59.0322914
3488,Dique Luján,B,,-34.3717288,-58.6880906
3489,Campana,B,,-34.1674805,-58.95264049999999
3491,Tostado,S,,-29.2327906,-61.77137080000001
3492,Rafaela,S,,-31.2525979,-61.49164219999999
3493,Sunchales,S,,-30.9429569,-61.5598907
3496,Esperanza,S,,-31.4489859,-60.93036629999999
3497,Cayastacito,S,,-31.1000004,-60.5666618
3498,San Justo,S,,-30.7894382,-60.59102249999999
351,Córdoba,X,,-31.3989296,-64.1821289
3521,Deán Funes,X,,-30.42249679999999,-64.3527756
3522,San Francisco del Chañar,X,,-29.7839394,-63.9321899
3524,Villa del Totoral,X,,-30.816667,-63.71666699999999
3525,Jesús María,X,,-30.97630969999999,-64.09581279999999
353,Villa María,X,,-32.4104614,-63.24364499999999
3532,Oliva,X,,-32.0412292,-63.5676689
3533,Las Varillas,X,,-31.87050079999999,-62.7197901
3534,Bell Ville,X,,-32.6201134,-62.68926239999999
3541,Villa Carlos Paz,X,,-31.4209385,-64.5001297
3542,Salsacate,X,,-31.3179455,-65.0883789
3543,La Calera,X,,-31.396629,-64.45997600000001
3544,Villa Dolores,X,,-31.944437,-65.19210819999999
3546,Santa Rosa de Calamuchita,X,,-32.0677338,-64.5497437
3547,Alta Gracia,X,,-31.65455249999999,-64.43060299999999
3548,La Falda,X,,-31.0875359,-64.4837265
3549,Cruz del Eje,X,,-30.7211227,-64.8098984
3562,Morteros,X,,-30.7099133,-62.00429149999999
3563,Balnearia,X,,-31.0128017,-62.66572489999999
3564,San Francisco,X,,-31.42499919999999,-62.0841599
3571,Río Tercero,X,,-32.1753998,-64.1122055
3572,Río Segundo,X,,-31.65180209999999,-63.9123955
3573,Calchín,X,,-31.668045,-63.19916920000001
3574,Santa Rosa de Río Primero,X,,-31.1512527,-63.4034538
3575,La Para,X,,-30.8919945,-62.99832149999999
3576,Arroyito,X,,-31.4154091,-63.0505409
358,Río Cuarto,X,,-33.132019,-64.3496704
3582,Coronel Moldes,X,,-33.6346397,-64.59960939999999
3583,Vicuña Mackenna,X,,-33.9179611,-64.3894806
3584,La Carlota,X,,-33.4203339,-63.2935677
3585,Adelia María,X,,-33.6373901,-64.0310669
3711,Ingeniero Guillermo N. Juárez,P,,-23.8945923,-61.85535050000001
3715,Las Lomitas,P,,-24.7045002,-60.6005783
3716,Ibarreta,P,,-25.2150536,-59.8573494
3717,Formosa,P,,-26.185201,-58.1753697
3718,Clorinda,P,,-25.2881832,-57.7228203
3721,Charadai,H,,-27.6559811,-59.8599968
3722,Resistencia,H,,-27.451656,-58.98625199999999
3725,General José de San Martín,H,,-26.53898,-59.34269
3731,Charata,H,,-27.2179902,-61.18736169999999
3732,Presidencia Roque Sáenz Peña,H,,-26.7906895,-60.4402504
3734,Machagai,H,,-26.9329796,-60.0512695
3735,Villa Ángela,H,,-27.5758266,-60.7136879
3741,Bernardo de Irigoyen,N,,-26.25,-53.65000149999999
3743,Jardín América,N,,-27.0431973,-55.2270686
3751,San Pedro,N,,-26.6308594,-54.1131592
3754,Dos Arroyos,N,,-27.700201,-55.24606319999999
3755,Oberá,N,,-27.4815311,-55.1234932
3756,Santo Tomé,W,,-28.5516205,-56.0456352
3757,Puerto Iguazú,N,,-25.5971635,-54.578599
3758,Concepción de la Sierra,N,,-27.9806169,-55.52174849999999
376,Posadas,N,,-27.3621374,-55.90087459999999
3772,Paso de los Libres,W,,-29.7137101,-57.0855601
3773,Mercedes,W,,-29.1826935,-58.0789719
3774,Curuzú Cuatiá,W,,-29.7915416,-58.0499307
3775,Monte Caseros,W,,-30.2494283,-57.62968739999999
3777,Goya,W,,-29.1442242,-59.2643242
3781,San Miguel,W,,-27.9932613,-57.588829
3782,San Lorenzo,W,,-28.1302185,-58.766201
3783,Corrientes,W,,-27.4712257,-58.83958440000001
3786,Ituzaingó,W,,-27.5899088,-56.68927009999999
381,San Miguel de Tucumán,T,,-26.8082848,-65.2175903
3821,Chepes,F,,-31.3363895,-66.5918427
3822,La Rioja,F,,-29.4128001,-66.8559803
3825,Chilecito,F,,-29.1659603,-67.5
3826,Chamical,F,,-30.36156459999999,-66.31504819999999
3827,Aimogasta,F,,-28.5549145,-66.81731409999999
3832,Recreo,K,,-29.2792282,-65.06365199999999
3833,Huillapima,K,,-28.7320004,-65.9838867
3835,Andalgalá,K,,-27.6004009,-66.3162308
3837,Tinogasta,K,,-28.0673199,-67.565918
3838,El Cajón,K,,-26.4333305,-66.2666702
3841,Pampa de los Guanacos,G,,-26.2302074,-61.8373413
3843,Quimilí,G,,-27.6441841,-62.41556549999999
3844,Añatuya,G,,-28.46558,-62.83356089999999
3845,Villa Atamisqui,G,,-28.4820595,-63.8003502
3846,Campo Gallo,G,,-26.5841694,-62.85004039999999
385,Santiago del Estero,G,,-27.78442,-64.26728059999999
3854,Ancaján,G,,-28.4333305,-64.933342
3855,Suncho Corral,G,,-27.9333344,-63.4300537
3856,Sumampa,G,,-29.3664608,-63.4680214
3857,Los Juríes,G,,-28.465704,-62.1094246
3858,Termas de Río Hondo,G,,-27.4942493,-64.8577881
3861,Bobadal,G,,-26.7166691,-64.3833313
3862,Trancas,T,,-26.2161293,-65.2835083
3863,Famaillá,T,,-27.0560551,-65.40216830000001
3865,Aguilares,T,,-27.4328594,-65.61586
3867,Tafí del Valle,T,,-26.8458195,-65.700119
3868,Cafayate,A,,-26.0703259,-65.9787521
3869,Palá Palá,T,,-27.0666695,-65.2166672
387,Salta,A,,-24.7829323,-65.4121552
3873,Tartagal,A,,-22.5203762,-63.79910659999999
3876,El Galpón,A,,-25.3839092,-64.6325684
3877,Joaquín V. González,A,,-25.1135731,-64.1268692
3878,Embarcación,A,,-23.2110825,-64.0974197
388,San Salvador de Jujuy,Y,,-24.1857864,-65.2994767
3885,La Quiaca,Y,,-22.1044031,-65.5967709
3886,Libertador General San Martín,Y,,-23.81945,-64.790077
3887,Humahuaca,Y,,-23.203963,-65.34860929999999
3888,San Pedro,Y,,-24.2316571,-64.8678707
3891,Graneros,T,,-27.6498394,-65.4400711
3892,Amaichá del Valle,T,,-26.5863342,-65.9180298
3894,Burruyacú,T,,-26.5937716,-64.811084
600,,,premium rate,,
605,,,premium rate for charity donation,,
609,,,fixed-rate gaming,,
610,,,dial-up internet access,,
800,,,toll free,,
810,,,local rate,,
822,,,toll free calling card,,
